"Descrição","Tipo de Crime"
"Um segurança de boate agride um frequentador após uma confusão","Agressão"
"Um estudante agride outro estudante durante um conflito em sala de aula","Agressão"
"Um torcedor invade o campo e agride um jogador durante uma partida de futebol","Agressão"
"Um assaltante agride um pedestre durante um roubo","Agressão"
"Um indivíduo agride um policial durante uma abordagem","Agressão"
"Um pai agride seu filho com violência após uma discussão familiar","Agressão"
"Um morador de rua é agredido por um grupo de jovens em uma praça","Agressão"
"Um paciente agride um médico em um hospital durante uma crise emocional","Agressão"
"Um aluno agride um professor em uma escola durante uma briga","Agressão"
"Um homem agride sua esposa durante uma discussão em casa","Agressão"
"Um criminoso agride um idoso durante um assalto","Agressão"
"Um indivíduo agride verbalmente e fisicamente um estranho em um bar","Agressão"
"Um participante de uma manifestação agride um policial durante um protesto","Agressão"
"Um cliente agride um garçom em um restaurante após uma reclamação","Agressão"
"Um indivíduo agride um pedestre em uma briga de trânsito","Agressão"
"Um pai agride seu filho adolescente após uma discussão familiar","Agressão"
"Um aluno agride um colega de classe durante um confronto escolar","Agressão"
"Um motorista agride outro motorista após um acidente de trânsito","Agressão"
"Um indivíduo agride verbalmente e fisicamente um passageiro em um ônibus","Agressão"
"Um jovem agride um idoso em um parque durante uma discussão","Agressão"
"Um cliente agride um funcionário de uma loja durante um desentendimento","Agressão"
"Um criminoso agride um policial durante uma tentativa de fuga","Agressão"
"Um indivíduo agride um vizinho após uma discussão por causa do barulho","Agressão"
"Um atleta agride um árbitro durante uma partida esportiva","Agressão"
"Um pai agride seu filho por um mau comportamento","Agressão"
"Um homem agride verbal e fisicamente sua esposa em casa","Agressão"
"Um indivíduo agride um segurança em um evento público","Agressão"
"Um jovem agride um idoso durante uma discussão política","Agressão"
"Um indivíduo agride verbal e fisicamente um desconhecido na rua","Agressão"
"Um aluno agride um professor durante uma briga na escola","Agressão"
"Um homem agride sua namorada após uma discussão","Agressão"
"Um criminoso agride um policial durante uma tentativa de prisão","Agressão"
"Um indivíduo agride um vizinho após uma discussão por causa de um animal de estimação","Agressão"
"Um torcedor agride um jogador de um time adversário durante um jogo de futebol","Agressão"
"Um cliente agride verbal e fisicamente um atendente de telemarketing","Agressão"
"Um indivíduo agride um mendigo em uma praça","Agressão"
"Um homem agride verbalmente e fisicamente um estranho em um bar","Agressão"
"Um participante de uma festa agride um segurança após ser expulso","Agressão"
"Um indivíduo agride um colega de trabalho durante uma discussão","Agressão"
"Um cliente agride um caixa em um supermercado após uma discussão sobre o troco","Agressão"
"Um criminoso agride um policial durante uma operação de resgate","Agressão"
"Um pai agride seu filho por chegar tarde em casa","Agressão"
"Um indivíduo agride verbal e fisicamente um passageiro em um metrô","Agressão"
"Um indivíduo armado rouba dinheiro de um caixa de banco","Roubo"
"Um assaltante rouba joias de uma joalheria durante o horário de expediente","Roubo"
"Um criminoso rouba bolsas de pedestres em uma rua movimentada à noite","Roubo"
"Um grupo de assaltantes rouba eletrônicos de uma loja de eletrônicos após arrombar a porta","Roubo"
"Um indivíduo armado rouba celulares de passageiros em um ônibus lotado","Roubo"
"Um assaltante rouba um carro em um estacionamento usando uma arma","Roubo"
"Um criminoso rouba dinheiro e pertences de clientes em um restaurante durante o jantar","Roubo"
"Um ladrão rouba carteiras de frequentadores de um parque público durante o dia","Roubo"
"Um assaltante rouba uma residência durante a ausência dos moradores","Roubo"
"Um grupo de criminosos rouba mercadorias de um caminhão de carga em movimento","Roubo"
"Um indivíduo armado rouba celulares e dinheiro de frequentadores de uma praça à noite","Roubo"
"Um assaltante rouba computadores de uma empresa após invadir o prédio durante a noite","Roubo"
"Um criminoso rouba dinheiro de um posto de gasolina durante um assalto à mão armada","Roubo"
"Um ladrão rouba malas de passageiros em um terminal de ônibus enquanto estão distraídos","Roubo"
"Um indivíduo armado rouba joias de uma vitrine de uma loja de luxo durante o dia","Roubo"
"Um assaltante rouba dinheiro de uma farmácia durante o expediente usando uma faca","Roubo"
"Um criminoso rouba bolsas de uma academia enquanto os clientes estão se exercitando","Roubo"
"Um ladrão rouba celulares de clientes em um café movimentado durante a tarde","Roubo"
"Um indivíduo armado rouba dinheiro de um caixa eletrônico em um banco","Roubo"
"Um assaltante rouba carteiras de clientes em um bar após um anúncio de última chamada","Roubo"
"Um criminoso rouba bicicletas de um bicicletário de uma estação de metrô","Roubo"
"Um ladrão rouba dinheiro e objetos de valor de turistas em um ponto turístico","Roubo"
"Um indivíduo armado rouba relógios de uma loja de departamentos durante uma liquidação","Roubo"
"Um assaltante rouba pertences de banhistas em uma praia lotada durante o verão","Roubo"
"Um criminoso rouba laptops de uma sala de conferências durante um evento corporativo","Roubo"
"Um ladrão rouba celulares de pedestres em uma avenida movimentada durante o dia","Roubo"
"Um indivíduo armado rouba dinheiro e documentos de um escritório de advocacia","Roubo"
"Um assaltante rouba comida e bebida de um quiosque em um parque de diversões","Roubo"
"Um criminoso rouba malotes de dinheiro de um carro-forte em uma rodovia","Roubo"
"Um ladrão rouba câmeras fotográficas de turistas em um ponto de vista panorâmico","Roubo"
"Um indivíduo armado rouba bolsas de uma fila de clientes em uma casa de câmbio","Roubo"
"Um assaltante rouba celulares de passageiros em um trem lotado durante a hora do rush","Roubo"
"Um criminoso rouba dinheiro e jóias de um apartamento após arrombar a porta","Roubo"
"Um ladrão rouba equipamentos eletrônicos de um escritório durante a madrugada","Roubo"
"Um indivíduo armado rouba dinheiro e cartões de crédito de um entregador de pizza","Roubo"
"Um assaltante rouba carteiras de clientes em uma casa de shows durante um show ao vivo","Roubo"
"Um criminoso rouba laptops de uma universidade durante as férias escolares","Roubo"
"Um ladrão rouba celulares de clientes em uma loja de conveniência durante a noite","Roubo"
"Um indivíduo armado rouba dinheiro e mercadorias de uma loja de conveniência 24 horas","Roubo"
"Um assaltante rouba documentos e dinheiro de uma vítima em um ponto de ônibus","Roubo"
"Um criminoso rouba bicicletas de um bicicletário em uma estação de trem","Roubo"
"Um ladrão rouba jóias de uma residência durante uma festa de aniversário","Roubo"
"Um indivíduo armado rouba dinheiro e bolsas de um evento beneficente em um hotel","Roubo"
"Um assaltante rouba celulares de pedestres em uma rua residencial à noite","Roubo"
"Um criminoso rouba equipamentos de som de um carro estacionado em uma rua deserta","Roubo"
"Um ladrão rouba carteiras de clientes em um restaurante de fast food durante o almoço","Roubo"
"Um indivíduo armado rouba dinheiro e pertences de um táxi durante uma corrida","Roubo"
"Um assaltante rouba celulares de clientes em uma fila de cinema durante uma estreia","Roubo"
"Um criminoso rouba laptops de uma cafeteria durante o expediente","Roubo"
"Um ladrão rouba dinheiro e objetos de valor de uma feira ao ar livre","Roubo"
"Um empresário recebe uma carta ameaçadora exigindo dinheiro em troca de proteção contra incêndio em seu estabelecimento","Extorsão"
"Um político é chantageado por um adversário político que ameaça expor escândalos pessoais se não renunciar ao cargo","Extorsão"
"Um fazendeiro recebe uma ligação exigindo pagamento em troca de não envenenar seu rebanho","Extorsão"
"Um executivo de uma empresa é ameaçado de ter seus sistemas de computador hackeados se não pagar uma quantia em dinheiro","Extorsão"
"Um artista famoso recebe ameaças de violência se não pagar uma grande quantia em dinheiro para um grupo de criminosos","Extorsão"
"Um comerciante recebe uma visita de um gangster local exigindo pagamento em troca de proteção contra vandalismo","Extorsão"
"Um casal recebe uma carta ameaçadora exigindo dinheiro em troca da segurança de seu filho sequestrado","Extorsão"
"Um advogado é ameaçado por um cliente insatisfeito que exige reembolso de honorários advocatícios sob a ameaça de expor informações confidenciais","Extorsão"
"Um empresário recebe uma ligação anônima exigindo pagamento em troca de não revelar segredos comerciais para concorrentes","Extorsão"
"Um investidor recebe ameaças de violência se não concordar em investir uma quantia específica em um negócio ilegal","Extorsão"
"Um médico é chantageado por um paciente que ameaça processá-lo por erro médico se não pagar uma quantia em dinheiro","Extorsão"
"Um morador de um bairro é ameaçado de ter sua casa incendiada se não pagar uma taxa de proteção para uma gangue local","Extorsão"
"Um jornalista recebe uma mensagem de e-mail exigindo pagamento em troca de não divulgar informações comprometedoras","Extorsão"
"Um empresário recebe ameaças de sabotagem se não pagar uma quantia em dinheiro para um concorrente desonesto","Extorsão"
"Um estudante universitário é ameaçado de ter suas notas alteradas se não pagar um hacker para invadir o sistema da universidade","Extorsão"
"Um comerciante é chantageado por um fornecedor que ameaça interromper o fornecimento de mercadorias essenciais se não receber um aumento nos pagamentos","Extorsão"
"Um motorista de táxi é ameaçado por um passageiro que exige uma taxa de proteção em troca de não danificar seu veículo","Extorsão"
"Um empresário recebe uma visita de um agiota local que exige pagamento de juros exorbitantes sob ameaça de violência","Extorsão"
"Um político é ameaçado por um grupo terrorista que exige uma grande soma de dinheiro para evitar um ataque planejado","Extorsão"
"Um proprietário de uma loja é chantageado por um funcionário desonesto que exige um aumento salarial sob ameaça de roubar mercadorias","Extorsão"
"Um empresário recebe ameaças de boicote se não concordar em pagar uma quantia em dinheiro para um sindicato criminoso","Extorsão"
"Um artista é chantageado por um fã obsessivo que exige dinheiro em troca de não machucar sua família","Extorsão"
"Um investidor recebe ameaças de sequestro se não concordar em financiar um projeto ilegal","Extorsão"
"Um advogado é ameaçado por um cliente insatisfeito que exige pagamento em troca de não prejudicar sua reputação profissional","Extorsão"
